Unnamed: 0,words,sentence,labels_y
"[923, 923, 923, 923, 923, 923, 923, 923, 923, 923]","['It', 'is', 'very', 'closely', 'allied', 'to', 'B.', 'arenosa', 'Goodsir', '.']",It is very closely allied to B. arenosa Goodsir .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'I-aspect', 'O']"
"[924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924, 924]","['It', 'is', 'very', 'improbable', 'however', 'that', 'this', 'is', 'the', 'case', ',', 'the', 'hooked', 'teeth', 'of', 'the', 'posterior', 'transverse', 'dorsal', 'ridge', ',', 'the', 'small', 'size', 'and', 'anterior', 'position', 'of', 'the', 'lateral', 'depressed', 'area', ',', 'the', 'presence', 'of', 'an', 'additional', 'oblique', 'lateral', 'ridge', 'on', 'the', 'posterior', 'part', 'of', 'the', 'carapace', 'and', 'the', 'trilobate', 'posterior', 'dorsal', 'crest', 'being', 'characters', 'which', 'appear', 'sufficiënt', 'to', 'define', 'the', 'present', 'form', 'as', 'a', 'distinct', 'species', '.', '2', '.']","It is very improbable however that this is the case , the hooked teeth of the posterior transverse dorsal ridge , the small size and anterior position of the lateral depressed area , the presence of an additional oblique lateral ridge on the posterior part of the carapace and the trilobate posterior dorsal crest being characters which appear sufficiënt to define the present form as a distinct species . 2 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O']"
"[925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925, 925]","['It', 'issues', 'below', 'the', 'high', 'grey', 'chain', 'of', 'hills', ',', 'and', 'its', 'mouth', 'is', 'bordered', 'with', 'a', 'fine', 'wood', 'of', 'tall', 'poplars', ',', 'with', 'willow', 'thickets', '.']","It issues below the high grey chain of hills , and its mouth is bordered with a fine wood of tall poplars , with willow thickets .","['O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926, 926]","['It', 'lies', 'S.W', '.', 'from', 'Turtle', 'Island', ',', 'about', 'five', 'or', 'six', 'miles', ',', 'and', 'the', 'channel', 'between', 'it', 'and', 'the', 'reef', 'of', 'that', 'isle', 'is', 'three', 'miles', 'over', '.']","It lies S.W . from Turtle Island , about five or six miles , and the channel between it and the reef of that isle is three miles over .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O']"
"[927, 927, 927, 927, 927, 927, 927, 927, 927, 927, 927, 927, 927]","['It', 'looks', 'like', 'an', 'inverted', 'pyramid', ',', 'or', 'a', 'huge', 'architectural', 'mushroom', '.']","It looks like an inverted pyramid , or a huge architectural mushroom .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928, 928]","['It', 'may', 'be', 'of', 'some', 'interest', 'to', 'the', 'new', 'and', 'coming', 'generations', 'to', 'take', 'a', 'look', 'at', 'the', 'country', 'around', 'Turkey', 'Creek', 'as', 'it', 'greeted', 'the', 'curious', 'gaze', 'of', 'these', 'new', 'comers', 'of', 'forty', 'years', 'ago', 'on', 'that', 'first', 'morning', 'of', 'their', 'arrival', '.']",It may be of some interest to the new and coming generations to take a look at the country around Turkey Creek as it greeted the curious gaze of these new comers of forty years ago on that first morning of their arrival .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929, 929]","['It', 'may', 'be', 'remarked', ',', 'in', 'connection', 'with', 'this', 'last', 'mentioned', 'tomb', ',', 'that', 'a', 'Roman', 'statuary', 'had', 'his', 'workshops', 'for', 'the', 'manufacture', 'of', 'sepulchral', 'monuments', 'and', 'sarcophagi', 'on', 'the', 'Appian', 'Way', ',', 'which', 'were', 'of', 'great', 'extent', ',', 'judging', 'from', 'the', 'quantity', 'of', 'sculpture', ',', 'finished', 'and', 'unfinished', ',', 'found', 'on', 'the', 'spot', '.']","It may be remarked , in connection with this last mentioned tomb , that a Roman statuary had his workshops for the manufacture of sepulchral monuments and sarcophagi on the Appian Way , which were of great extent , judging from the quantity of sculpture , finished and unfinished , found on the spot .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930, 930]","['It', 'may', 'likewise', 'be', 'known', 'by', 'some', 'round', 'hills', 'upon', 'the', 'main', 'just', 'within', 'it', '.']",It may likewise be known by some round hills upon the main just within it .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931]","['It', 'muft', 'indeed', 'be', 'allowed', 'that', 'there', 'is', 'fomething', 'peculiar', 'in', 'his', 'features', ';', 'which', 'in', 'a', 'certain', 'degree', 'I', '3', 'feparates', 'iiB', 'TRAVELS', 'IN', 'feparates', 'him', 'from', 'the', 'generality', 'of', 'man-', 'kind', '.']",It muft indeed be allowed that there is fomething peculiar in his features ; which in a certain degree I 3 feparates iiB TRAVELS IN feparates him from the generality of man- kind .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O']"
"[932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932, 932]","['It', 'poured', 'with', 'rain', 'all', 'the', 'time', 'that', 'we', 'were', 'there', 'and', 'we', 'left', 'again', 'in', 'heavy', 'rain', 'for', 'the', 'Jelep', 'Pass', '8', 'miles', 'distant', '.']",It poured with rain all the time that we were there and we left again in heavy rain for the Jelep Pass 8 miles distant .,"['O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O']"
"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]","['It', 'rained', 'all', 'that', 'night', 'and', 'most', 'of', 'the', 'following', 'day', ',', 'so', 'that', 'we', 'had', 'a', 'very', 'wet', 'and', 'trying', 'march', 'to', 'Rongli', '--', 'the', 'distance', 'was', 'only', '12', 'miles', ',', 'but', 'this', 'included', 'a', 'very', 'steep', 'descent', 'of', 'over', '3,000', 'feet', 'to', 'the', 'bottom', 'of', 'a', 'steamy', 'valley', ',', 'followed', 'by', 'a', 'climb', 'of', '3,000', 'feet', 'across', 'an', 'intervening', 'ridge', 'and', 'then', 'down', 'another', '2,000', 'feet', 'to', 'the', 'Rongli', 'bungalow', '.']","It rained all that night and most of the following day , so that we had a very wet and trying march to Rongli -- the distance was only 12 miles , but this included a very steep descent of over 3,000 feet to the bottom of a steamy valley , followed by a climb of 3,000 feet across an intervening ridge and then down another 2,000 feet to the Rongli bungalow .","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934]","['It', 'rises', 'on', 'the', 'northwestern', 'slopes', 'of', 'the', 'Black', 'Hills', 'and', 'flows', 'north', 'for', 'some', 'distance', ',', 'thence', 'turning', 'northeast', 'and', 'east', 'to', 'enter', 'the', 'main', 'river', 'in', 'Williams', 'County', '.']","It rises on the northwestern slopes of the Black Hills and flows north for some distance , thence turning northeast and east to enter the main river in Williams County .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'I-aspect', 'O']"
"[935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935, 935]","['It', 'rushes', 'along', 'with', 'irresistible', 'force', 'in', 'mighty', 'waves', 'and', 'rapids', ',', 'and', 'though', 'attempts', 'have', 'been', 'made', 'to', 'float', 'timber', 'down', 'it', 'for', 'commercial', 'purposes', ',', 'yet', 'the', 'current', 'is', 'too', 'swift', 'and', 'the', 'logs', 'were', 'all', 'smashed', 'to', 'pieces', '.']","It rushes along with irresistible force in mighty waves and rapids , and though attempts have been made to float timber down it for commercial purposes , yet the current is too swift and the logs were all smashed to pieces .","['B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936]","['It', 'seemed', 'to', 'be', 'slightly', 'receding', ',', 'though', 'no', 'definite', 'evidence', 'of', 'this', 'could', 'be', 'obtained', 'in', 'so', 'short', 'a', 'time', 'as', 'that', 'at', 'the', 'disposal', 'of', 'the', 'explorers', '.']","It seemed to be slightly receding , though no definite evidence of this could be obtained in so short a time as that at the disposal of the explorers .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937, 937]","['It', 'seems', 'to', 'have', 'been', 'entirely', 'rebuilt', 'for', 'the', 'friars', 'and', 'the', 'palace', 'turned', 'into', 'a', 'convent', 'in', '1580', ',', 'and', 'again', 'to', 'have', 'suffered', 'restoration', 'in', '1790', '.']","It seems to have been entirely rebuilt for the friars and the palace turned into a convent in 1580 , and again to have suffered restoration in 1790 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938, 938]","['It', 'shall', 'be', 'said', 'to', 'their', 'credit', ',', 'too', ',', 'that', 'while', 'most', 'of', 'the', 'men', 'of', 'that', 'day', 'used', 'the', 'weed', ',', 'few', 'of', 'them', 'used', 'it', 'in', 'such', 'beastly', 'excess', 'as', 'is', 'often', 'seen', 'today', '.']","It shall be said to their credit , too , that while most of the men of that day used the weed , few of them used it in such beastly excess as is often seen today .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939, 939]","['It', 'should', 'be', 'said', 'to', 'their', 'credit', ',', 'however', ',', 'that', 'by', 'the', 'help', 'of', 'Lars', 'Almen', ',', 'above', 'referred', 'to', ',', 'they', 'were', 'in', 'due', 'time', 'subdued', 'and', 'served', 'many', 'years', ',', 'and', 'faithfully', ',', 'according', 'to', 'their', 'size', 'and', 'strength', ',', 'with', 'only', 'an', 'occasional', 'runaway', '.']","It should be said to their credit , however , that by the help of Lars Almen , above referred to , they were in due time subdued and served many years , and faithfully , according to their size and strength , with only an occasional runaway .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940, 940]","['It', 'was', ',', 'however', ',', 'very', 'difficult', 'to', 'examine', 'them', 'with', 'care', ',', 'for', 'almost', 'the', 'instant', 'motion', 'ceased', ',', 'even', 'while', 'crossing', 'the', 'field', 'of', 'vision', ',', 'their', 'bodies', 'burst', '.']","It was , however , very difficult to examine them with care , for almost the instant motion ceased , even while crossing the field of vision , their bodies burst .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O']"
"[941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941, 941]","['It', 'was', 'a', 'hot', 'and', 'feverish', 'spot', 'to', 'stop', 'in', ',', 'and', 'only', 'necessity', 'compelled', 'us', 'to', 'do', 'so', ',', 'as', 'we', 'were', 'unable', 'to', 'get', 'any', 'extra', 'transport', 'the', 'following', 'morning', 'to', 'supplement', 'the', 'mules', 'that', 'were', 'sick', '.']","It was a hot and feverish spot to stop in , and only necessity compelled us to do so , as we were unable to get any extra transport the following morning to supplement the mules that were sick .","['O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O']"
"[942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942, 942]","['It', 'was', 'a', 'man', 'nailed', 'down', 'in', 'spirit,', 'but', 'set', 'stubbornly', 'against', 'the', 'bondage', 'and', 'the', 'disgrace.']","It was a man nailed down in spirit, but set stubbornly against the bondage and the disgrace.","['O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943, 943]","['It', 'was', 'a', 'very', 'pretty', 'track', ',', 'pursuing', 'sheep-paths', 'over', 'steep', 'spurs', 'of', 'Parwez', ',', 'and', 'along', 'the', 'narrow', 'crests', 'of', 'ridges', ',', 'always', 'with', 'fine', 'views', '.']","It was a very pretty track , pursuing sheep-paths over steep spurs of Parwez , and along the narrow crests of ridges , always with fine views .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944, 944]","['It', 'was', 'a', 'very', 'uninteresting', 'march', ',', 'through', 'formless', 'gravelly', 'hills', ',', 'with', 'their', 'herbage', 'all', 'eaten', 'down', ',', 'nothing', 'remaining', 'but', 'tamarisk', 'scrub', 'and', 'a', 'coarse', 'yellow', 'salvia', '.']","It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945, 945]","['It', 'was', 'also', 'the', 'capitol', 'city', 'of', 'Dakota', 'Territory', 'comprising', 'the', 'present', 'states', 'of', 'North', 'and', 'South', 'Dakota', '.']",It was also the capitol city of Dakota Territory comprising the present states of North and South Dakota .,"['O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O']"
"[946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946]","['It', 'was', 'an', 'old', 'shrine,', 'the', 'wood-sculpture', 'of', 'a', 'Bavarian', 'peasant.']","It was an old shrine, the wood-sculpture of a Bavarian peasant.","['O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect']"
"[947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947]","['It', 'was', 'at', 'Frattocchie', 'that', 'the', 'body', 'of', 'Clodius', 'was', 'left', 'lying', 'on', 'the', 'road', 'after', 'his', 'fatal', 'encounter', 'with', 'Milo', '.']",It was at Frattocchie that the body of Clodius was left lying on the road after his fatal encounter with Milo .,"['O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]","['It', 'was', 'called', 'by', 'the', 'Greeks', 'Sebajiicum', 'Os', ',', 'from', 'the', 'capacity', 'of', 'its', 'port', ',', 'which', 'is', 'diflributed', 'into', 'three', 'divifions', '.']","It was called by the Greeks Sebajiicum Os , from the capacity of its port , which is diflributed into three divifions .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949, 949]","['It', 'was', 'called', 'by', 'the', 'Greeks', 'Sebajiicum', 'Osy', 'from', 'the', 'capacity', 'of', 'its', 'port', ',', 'which', 'is', 'diftributed', 'into', 'three', 'divifions', '.']","It was called by the Greeks Sebajiicum Osy from the capacity of its port , which is diftributed into three divifions .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950, 950]","['It', 'was', 'commenced', 'in', 'the', 'autumn', 'of', '1828', '(', 'Maximilian', 'says', '1829', ')', ',', 'being', 'at', 'first', 'known', 'as', 'Fort', 'Floyd', '--', 'another', 'Fort', 'Union', 'existing', 'higher', 'up', 'the', 'river', ',', 'which', 'was', 'abandoned', ',', 'and', 'the', 'property', 'transferred', 'to', 'the', 'fort', 'at', 'the', 'mouth', 'of', 'the', 'Yellowstone', '.']","It was commenced in the autumn of 1828 ( Maximilian says 1829 ) , being at first known as Fort Floyd -- another Fort Union existing higher up the river , which was abandoned , and the property transferred to the fort at the mouth of the Yellowstone .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951]","['It', 'was', 'early', 'on', 'Wednesday', 'morning', 'when', 'we', 'arrived', 'at', 'Monterey', ';', 'and', 'McPhail', 'and', 'Bradley', 'proceeded', 'to', 'board', 'all', 'the', 'ships', 'in', 'the', 'bay', ',', 'while', 'Don', 'Luis', ',', 'Lacosse', ',', 'and', 'myself', 'made', 'inquiries', 'about', 'the', 'town', '.']","It was early on Wednesday morning when we arrived at Monterey ; and McPhail and Bradley proceeded to board all the ships in the bay , while Don Luis , Lacosse , and myself made inquiries about the town .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952, 952]","['It', 'was', 'essential', 'to', 'find', 'men', 'of', 'some', 'position', 'and', 'standing', 'who', 'knew', 'not', 'only', 'the', 'Tibetan', 'language', ',', 'but', 'also', 'all', 'their', 'ways', 'and', 'customs', '.']","It was essential to find men of some position and standing who knew not only the Tibetan language , but also all their ways and customs .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O']"
"[953, 953, 953, 953, 953, 953, 953, 953, 953, 953, 953, 953, 953]","['It', 'was', 'falling', ',', 'and', 'indicated', 'a', 'coming', 'change', 'in', 'the', 'weather', '.']","It was falling , and indicated a coming change in the weather .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
