,sentence,text,_sentence_text,aspect_cat
411,GB-111_sample_IAA_20_English.txt_2145-2334,the cedar,"A conservative guess of 350 years is allowable for the interval between construction and the time the cedar began to sprout , thus carrying the antiquity of Sun Temple back to about 1200 A.",FLORA
412,IT_30_sample.txt_287-571,orchard trees,"The orchard trees were in bloom - peach and plum , cherry and pear - whenever you chose to look at them , and all nature seemed to rejoice in the cessation of the two days ' strike which had now enabled us to drive to the station instead of walking and carrying our bags and bundles .",FLORA
413,IT_30_sample.txt_287-571,peach,"The orchard trees were in bloom - peach and plum , cherry and pear - whenever you chose to look at them , and all nature seemed to rejoice in the cessation of the two days ' strike which had now enabled us to drive to the station instead of walking and carrying our bags and bundles .",FLORA
414,IT_30_sample.txt_287-571,plum,"The orchard trees were in bloom - peach and plum , cherry and pear - whenever you chose to look at them , and all nature seemed to rejoice in the cessation of the two days ' strike which had now enabled us to drive to the station instead of walking and carrying our bags and bundles .",FLORA
415,IT_30_sample.txt_287-571,cherry,"The orchard trees were in bloom - peach and plum , cherry and pear - whenever you chose to look at them , and all nature seemed to rejoice in the cessation of the two days ' strike which had now enabled us to drive to the station instead of walking and carrying our bags and bundles .",FLORA
416,IT_30_sample.txt_287-571,pear,"The orchard trees were in bloom - peach and plum , cherry and pear - whenever you chose to look at them , and all nature seemed to rejoice in the cessation of the two days ' strike which had now enabled us to drive to the station instead of walking and carrying our bags and bundles .",FLORA
417,IT_30_sample.txt_1018-1243,flocks of sheep,"When we emerged from the suburbs upon the open Campagna , we passed through many fields of wheat , more than we had yet seen on the grassy waste , but there were also many flocks of sheep feeding with the cattle in pastures .",FAUNA
418,IT_30_sample.txt_1018-1243,cattle,"When we emerged from the suburbs upon the open Campagna , we passed through many fields of wheat , more than we had yet seen on the grassy waste , but there were also many flocks of sheep feeding with the cattle in pastures .",FAUNA
419,IT_30_sample.txt_1244-1582,straw,"Now and then we passed a wretched hut which seemed to be the dwelling of the shepherds we saw tending the flocks , and here and there we came upon a group of farm buildings , all of straw , whether for man or beast , set within a sort of squalid court , with a frowzy suggestion of old women and children about the doors of the cottages .",FAUNA
420,IT_30_sample.txt_1244-1582,beast,"Now and then we passed a wretched hut which seemed to be the dwelling of the shepherds we saw tending the flocks , and here and there we came upon a group of farm buildings , all of straw , whether for man or beast , set within a sort of squalid court , with a frowzy suggestion of old women and children about the doors of the cottages .",FLORA
421,IT_30_sample.txt_2843-3047,woodland,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",FLORA
422,IT_30_sample.txt_2843-3047,oak,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",FLORA
423,IT_30_sample.txt_2843-3047,pine,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",FLORA
424,IT_30_sample.txt_2843-3047,walnut,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",FLORA
425,IT_30_sample.txt_2843-3047,chestnut,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",FLORA
426,IT_30_sample.txt_3225-3607,wood,"There were many new buildings of a good sort , and of wood as well as stone ; when we came to Grosetto , where we had spent a memorable night after being overturned in the Ombrone , in the attempt of our diligence to pass its flood , we were aware , in the evening light , of a prosperity which , if not excessive for the twoscore years that had passed , was still very noticeable .",FLORA
427,IT_30_sample.txt_3945-4370,elephant,"We resisted an impulse to dismount and go up to the inn in the heart of the town where we had spent that `` night of memory and of sighs . '' But we searched the horizon round for the point on the highway where our diligence had failed of the track between the telegraph-poles and softly rolled with us in the muddy waters , like an elephant taking a bath , but , so far from finding it , we could not even find the highway .",FAUNA
428,IT_30_sample.txt_7915-8133,wood,"These burst from time to time the thin film of sleep which formed like a coating of ice over the consciousness , and then one could only get up and put more wood into the despairing stove and more clothes on the beds .",FLORA
429,IT_30_sample.txt_12035-12245,garden,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",FLORA
430,IT_30_sample.txt_12035-12245,laurel,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",FLORA
431,IT_30_sample.txt_12035-12245,evergreens,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",FLORA
432,IT_30_sample.txt_12035-12245,flower-beds,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",FLORA
433,IT_30_sample.txt_12035-12245,seeds,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",FLORA
434,IT_30_sample.txt_12246-12553,wood,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",FLORA
435,BHL_NA_IAA.txt_0-89,vogels,"Hy wordt hier voor den belten zanger uit de vogels  gehouden, Zyne vederen zyn niet frai.",FAUNA
436,BHL_NA_IAA.txt_124-437,vogel,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FAUNA
437,BHL_NA_IAA.txt_124-437,kreupelhout,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FLORA
438,BHL_NA_IAA.txt_124-437,bomen,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FLORA
439,BHL_NA_IAA.txt_950-1051,vogels,"Deze vogels bly-  vcn hier den gehelen zomer over , maar verhuizen tegens den herft naar  het zuiden.",FAUNA
440,BHL_NA_IAA.txt_1052-1157,Blokkinghirds,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
441,BHL_NA_IAA.txt_1052-1157,Spotvogels,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
442,BHL_NA_IAA.txt_1052-1157,vogels,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
443,BHL_NA_IAA.txt_1158-1291,zangvogels,"Hun eigen zang  is uitmuntend , vol van veranderingen van toon , zo dat vele menfchen  ze voor de befle zangvogels der wereld houden.",FAUNA
444,BHL_NA_IAA.txt_0-89,Hy,"Hy wordt hier voor den belten zanger uit de vogels  gehouden, Zyne vederen zyn niet frai.",FAUNA
445,BHL_NA_IAA.txt_90-122,hy,In dit jaargetyde zingt hy niet.,FAUNA
446,BHL_NA_IAA.txt_124-437,de-  zen vogel,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FAUNA
447,BHL_NA_IAA.txt_124-437,hy,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FAUNA
448,BHL_NA_IAA.txt_124-437,hy,"De Heer Catesby heeft, in zyne natuurlyke Hiftorie van Karolina, de-  zen vogel ook naar het leven afgebeeld en befchrevcn (*) Men zegt,  dat hy zyn nefl in 't kreupelhout en de bomen maakt ; dog daarin zo ei-  genzinnig is dat als iemant 'er by komt en de eijeren bekykt, hy hec  nelt verlaat en noit weder komt.",FAUNA
449,BHL_NA_IAA.txt_438-472,De Jongen,De Jongen vorderen veel oppaflèns.,FAUNA
450,BHL_NA_IAA.txt_474-771,ze,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
451,BHL_NA_IAA.txt_474-771,der Moeder,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
452,BHL_NA_IAA.txt_474-771,zy,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
453,BHL_NA_IAA.txt_474-771,ze,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
454,BHL_NA_IAA.txt_474-771,zy,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
455,BHL_NA_IAA.txt_474-771,ze,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
456,BHL_NA_IAA.txt_474-771,Jongen,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
457,BHL_NA_IAA.txt_474-771,zy,"Als men ze der Moeder ontneemt en in ene koi zet, komt zy ze daar  drie of vier malen 's daags voeren ; maar eindelyk geen kans ziende om  ze 'er uit re krygen zo verlaat zy ze ; en dan Iterven de Jongen dikwyls ,  vermoedelyk om dat zy aan 't voeder niet kunnen wennen dat hun de  menfchen geven.",FAUNA
458,BHL_NA_IAA.txt_772-949,de Moeder,"Maar het volk verbeeldt zig dat de Moeder ze , wan-  neer zy ze voor de laatfte reis voert, weet te vergeven, om ze des te  eer uit hunne flaverny en rampzaligheid te verloflèn.",FAUNA
459,BHL_NA_IAA.txt_772-949,ze,"Maar het volk verbeeldt zig dat de Moeder ze , wan-  neer zy ze voor de laatfte reis voert, weet te vergeven, om ze des te  eer uit hunne flaverny en rampzaligheid te verloflèn.",FAUNA
460,BHL_NA_IAA.txt_772-949,zy,"Maar het volk verbeeldt zig dat de Moeder ze , wan-  neer zy ze voor de laatfte reis voert, weet te vergeven, om ze des te  eer uit hunne flaverny en rampzaligheid te verloflèn.",FAUNA
461,BHL_NA_IAA.txt_772-949,ze,"Maar het volk verbeeldt zig dat de Moeder ze , wan-  neer zy ze voor de laatfte reis voert, weet te vergeven, om ze des te  eer uit hunne flaverny en rampzaligheid te verloflèn.",FAUNA
462,BHL_NA_IAA.txt_772-949,ze,"Maar het volk verbeeldt zig dat de Moeder ze , wan-  neer zy ze voor de laatfte reis voert, weet te vergeven, om ze des te  eer uit hunne flaverny en rampzaligheid te verloflèn.",FAUNA
463,BHL_NA_IAA.txt_950-1051,Deze vogels,"Deze vogels bly-  vcn hier den gehelen zomer over , maar verhuizen tegens den herft naar  het zuiden.",FAUNA
464,BHL_NA_IAA.txt_1052-1157,ze,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
465,BHL_NA_IAA.txt_1052-1157,Blokkinghirds of Spotvogels,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
466,BHL_NA_IAA.txt_1052-1157,alle de vogels,"Men noemt ze Blokkinghirds of Spotvogels, om dat ze  het geluid van byna alle de vogels weten na te doen.",FAUNA
467,BHL_NA_IAA.txt_1292-1395,weinigen,"Zeker is het dat 'er  weinigen zyn die tegen hun aan kunnen , en dit is het dat ze tamelyk  duur maakt.",FAUNA
468,BHL_NA_IAA.txt_1292-1395,hun,"Zeker is het dat 'er  weinigen zyn die tegen hun aan kunnen , en dit is het dat ze tamelyk  duur maakt.",FAUNA
469,BHL_NA_IAA.txt_1292-1395,ze,"Zeker is het dat 'er  weinigen zyn die tegen hun aan kunnen , en dit is het dat ze tamelyk  duur maakt.",FAUNA
470,BHL_NA_IAA.txt_2103-2249,hout,"Daarop volgde een bofch , en vier Eng. niylen ver  zagen wy niets dan hout en enen mageren bodem , waarop de Lupiniis  pevennis in overvloed waft.",FLORA
471,BHL_NA_IAA.txt_2103-2249,Lupiniis  pevennis,"Daarop volgde een bofch , en vier Eng. niylen ver  zagen wy niets dan hout en enen mageren bodem , waarop de Lupiniis  pevennis in overvloed waft.",FLORA
472,BHL_NA_IAA.txt_2250-2406,ene plant,"Ik was zeer verblyd ene plant zo wel op  zo magere gronden ce zien tieren , en begon zelfs te overleggen of men  deze ontdekking niet ten nutte maken konde.",FLORA
473,BHL_NA_IAA.txt_2407-2567,vee,"Dog ik had naderhand  het verdriet van te vinden dat het vee deze plant niet eten wil , fchooii  zy 'er zeer groen en frifch uitziet en malfch op het gevoel is.",FAUNA
474,BHL_NA_IAA.txt_2407-2567,deze plant,"Dog ik had naderhand  het verdriet van te vinden dat het vee deze plant niet eten wil , fchooii  zy 'er zeer groen en frifch uitziet en malfch op het gevoel is.",FLORA
475,BHL_NA_IAA.txt_2568-2646,ze,MilTchien  zal 'er een middel uittevinden zyn om ze het vee fmukelyk te maken.,FLORA
476,BHL_NA_IAA.txt_2568-2646,het vee,MilTchien  zal 'er een middel uittevinden zyn om ze het vee fmukelyk te maken.,FAUNA
477,IT_2_sample.txt_853-1418,grass,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",FLORA
478,IT_2_sample.txt_853-1418,cypress,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",FLORA
479,IT_2_sample.txt_853-1418,ilex,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",FLORA
480,IT_2_sample.txt_2125-2270,cypress-trees,"They have planted them with the splendid cypress-trees which now add so much to their picturesqueness , and annually repair the ravages of time .",FLORA
481,IT_2_sample.txt_2271-2551,grass,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",FLORA
482,IT_2_sample.txt_2552-2753,cypresses,"The sunshine strove in vain to gild the dark shadows which the cypresses threw over the mound at my feet , and the lonely wind wailed wildly through their closely-huddled shivering branches around me .",FLORA
483,IT_2_sample.txt_6219-6289,mushroom,"It looks like an inverted pyramid , or a huge architectural mushroom .",FLORA
484,IT_2_sample.txt_10017-10453,sheep,"Shepherds fold their sheep and goats in the interior of the old tombs , whose walls are blackened with the smoke of the fires , and retain an odour of human and animal occupancy more disagreeable than any which the original tenants could have exhaled ; and it is by no means unfrequent to find a wine-shop , with a noisy company of wayfarers regaling themselves , in a sepulchre that happens to be conveniently situated by the wayside .",FAUNA
485,IT_2_sample.txt_10017-10453,goats,"Shepherds fold their sheep and goats in the interior of the old tombs , whose walls are blackened with the smoke of the fires , and retain an odour of human and animal occupancy more disagreeable than any which the original tenants could have exhaled ; and it is by no means unfrequent to find a wine-shop , with a noisy company of wayfarers regaling themselves , in a sepulchre that happens to be conveniently situated by the wayside .",FAUNA
486,IT_2_sample.txt_10933-11141,grass,"This wall is now grown over with turf , but it can be distinctly traced all round ; and the hollow space between it and the tomb is covered with thick grass , and is sometimes filled with water like a fosse .",FLORA
487,IT_2_sample.txt_12009-12157,vines,"They have eaten and drunk , they have married and been given in marriage , they have cultivated their vines and olives and consumed their products .",FLORA
488,IT_2_sample.txt_12009-12157,olives,"They have eaten and drunk , they have married and been given in marriage , they have cultivated their vines and olives and consumed their products .",FLORA
489,IT_2_sample.txt_23197-23600,oaks,"The solitary Elijah found a refuge in its bosom , and came and went from it to the haunts of men like one of its own sudden storms ; and in its rocky dells and dense thickets of oaks and evergreens were uttered prophecies of a larger history and a grander salvation , which transcended the narrow circle of Jewish ideas as much as the excellency of Carmel transcended the other landscapes of Palestine .",FLORA
490,IT_2_sample.txt_23197-23600,evergreens,"The solitary Elijah found a refuge in its bosom , and came and went from it to the haunts of men like one of its own sudden storms ; and in its rocky dells and dense thickets of oaks and evergreens were uttered prophecies of a larger history and a grander salvation , which transcended the narrow circle of Jewish ideas as much as the excellency of Carmel transcended the other landscapes of Palestine .",FLORA
491,IT_2_sample.txt_26628-26865,brushwood,"Crossing some cultivated fields , a bold eminence of trachytic tufa , covered with scanty grass and tufts of brushwood , rises between you and the sea , forming part of a range of low hills , which evidently mark the ancient coast-line .",FLORA
492,IT_19_test.txt_2444-2552,poppies,"At a meeting of the tracks was a crucifix, and between the feet of the Christ a handful of withered poppies.",FLORA
493,IT_19_test.txt_2553-2595,poppies,"It was the poppies I saw, then the Christ.",FLORA
494,BHL_1903_sample_English_18.0.txt_1465-1940,tree,"It is formed of a piece of the trunk of a tree made hol- low , over one of the ends of which is flretched a fheep 's fkin well tanned ; on this the per- * former beats with his hands , or , to fpeak more accurately , with his fifls , and Ibmetimes even with a flick This inflrument , the found of which may be heard at a great diflance , is undoubtedly not a maflerpiece of invention ; but in every country it is ufual to fupply by noife what can not be obtained from tafle .",FLORA
495,BHL_1903_sample_English_18.0.txt_1465-1940,fheep,"It is formed of a piece of the trunk of a tree made hol- low , over one of the ends of which is flretched a fheep 's fkin well tanned ; on this the per- * former beats with his hands , or , to fpeak more accurately , with his fifls , and Ibmetimes even with a flick This inflrument , the found of which may be heard at a great diflance , is undoubtedly not a maflerpiece of invention ; but in every country it is ufual to fupply by noife what can not be obtained from tafle .",FAUNA
496,BHL_1903_sample_English_18.0.txt_3473-4201,flocks,"A particular duty be- longs to each , which muft be difcharged : fome muft continually watch over the flocks fcattered throughout the fields , not only to prevent them from ftraying , but to proted : them from the attack of ravenous animals , which are continually lying in wait for them 5 others muft keep them clean , and milk them tv/ice a day ; fome muft weave mats , and col- le£l dry wood for their evening fires ; and others muft provide fubfiftence , and fearch for roots , Thefe laft occupations belong principally to the women ; whilft the men , on their part , go a hunting , infpedl the fnares which have been laid in different places , and form arrpws , and all the other inftrumeiits which they have occafion for .",FAUNA
497,BHL_1903_sample_English_18.0.txt_3473-4201,animals,"A particular duty be- longs to each , which muft be difcharged : fome muft continually watch over the flocks fcattered throughout the fields , not only to prevent them from ftraying , but to proted : them from the attack of ravenous animals , which are continually lying in wait for them 5 others muft keep them clean , and milk them tv/ice a day ; fome muft weave mats , and col- le£l dry wood for their evening fires ; and others muft provide fubfiftence , and fearch for roots , Thefe laft occupations belong principally to the women ; whilft the men , on their part , go a hunting , infpedl the fnares which have been laid in different places , and form arrpws , and all the other inftrumeiits which they have occafion for .",FAUNA
498,BHL_1903_sample_English_18.0.txt_5059-5155,hare,"For example , they fcarcely ever eat the flefh of the hare , or of the antelope called duykers .",FAUNA
499,BHL_1903_sample_English_18.0.txt_5059-5155,antelope,"For example , they fcarcely ever eat the flefh of the hare , or of the antelope called duykers .",FAUNA
500,BHL_1903_sample_English_18.0.txt_5059-5155,duykers,"For example , they fcarcely ever eat the flefh of the hare , or of the antelope called duykers .",FAUNA
501,BHL_1903_sample_English_18.0.txt_5156-5391,animal,"In their opinion , the former is an ugly and difgufting animal , and the flefli of the latter they confider as too black ; befides , thefe two animals are always exceedingly lean , which to them is a fufficient reafon for rejeding It .",FAUNA
502,BHL_1903_sample_English_18.0.txt_5156-5391,animals,"In their opinion , the former is an ugly and difgufting animal , and the flefli of the latter they confider as too black ; befides , thefe two animals are always exceedingly lean , which to them is a fufficient reafon for rejeding It .",FAUNA
503,BHL_1903_sample_English_18.0.txt_5635-5983,fnails,"Ill man would be difgufted with the fight of a plateful of thofe fnails found on vuies , or of frogs , however well cooked — whilft a French- man can make a hearty meal on thefe viands , which are far from being delicate — does it follow that the difguft of a Batavian ought to be confidered as a religious abftinence en- joined by the confiftory ?",FAUNA
504,BHL_1903_sample_English_18.0.txt_5635-5983,frogs,"Ill man would be difgufted with the fight of a plateful of thofe fnails found on vuies , or of frogs , however well cooked — whilft a French- man can make a hearty meal on thefe viands , which are far from being delicate — does it follow that the difguft of a Batavian ought to be confidered as a religious abftinence en- joined by the confiftory ?",FAUNA
505,BHL_1903_sample_English_18.0.txt_6672-6974,giraffes,"Thefe two ceremonies are a£lu- ally pradifed among two hordes fituated to the north of the Cape , under the twenty- eighth degree of fouth latitude , viz . the CeiJJiquas 112 TRAVELS IK Xjeijfiquaszndi t\\t Koraquas^ in whofe country I found the giraffes , of which I ftiall fpeak in my fecond voyage .",FAUNA
506,BHL_1903_sample_English_18.0.txt_13533-13724,theourang- outang,"A phyfiognomift , or , if the reader clioofes , a modern wit , would entertain his company by affigning to the Hottentot , in the fcale of beings , a place between man and theourang- outang .",FAUNA
507,BHL_1903_sample_English_18.0.txt_20220-20521,birds,"I was very much aftonilTied when , perceiving that they preferved the liquor without fwallowingit5lfaw them all approach their companions , who had received no ( hare , and diftribute it to them with their mouths , in the fame manner as the tender birds of li^eaven feed their young with their bills .",FAUNA
508,BHL_1903_sample_English_18.0.txt_21739-22018,briars,"Poor favages , `` regret not that you were born under a fcorching fun , on a dry and parched foil , `` which fcarcely produces briars and thorns. `` Confider your prefent fituation rather as `` a bieffing from Heaven : your defarts will `` never tempt the avarice of the whites .",FLORA
509,BHL_1903_sample_English_18.0.txt_21739-22018,thorns,"Poor favages , `` regret not that you were born under a fcorching fun , on a dry and parched foil , `` which fcarcely produces briars and thorns. `` Confider your prefent fituation rather as `` a bieffing from Heaven : your defarts will `` never tempt the avarice of the whites .",FLORA
510,GB-111_sample_English_20.txt_210-370,Rocky Mountain bighorn,"It is hoped to reintroduce the native species of Rocky Mountain bighorn , as soon as range sufficient for the needs of this species has been added to the park .",FAUNA
511,GB-111_sample_English_20.txt_371-502,Cougars,"Cougars , or mountain lions , are part of the wildlife of the park and , strange to say , are occasionally seen in broad daylight .",FAUNA
512,GB-111_sample_English_20.txt_371-502,mountain lions,"Cougars , or mountain lions , are part of the wildlife of the park and , strange to say , are occasionally seen in broad daylight .",FAUNA
513,GB-111_sample_English_20.txt_371-502,wildlife,"Cougars , or mountain lions , are part of the wildlife of the park and , strange to say , are occasionally seen in broad daylight .",FAUNA
514,GB-111_sample_English_20.txt_575-644,Coyotes,Coyotes and foxes are not as numerous as they once were on the mesa .,FAUNA
515,GB-111_sample_English_20.txt_575-644,foxes,Coyotes and foxes are not as numerous as they once were on the mesa .,FAUNA
516,GB-111_sample_English_20.txt_645-747,porcupines,"As a result , many of the smaller animals such as porcupines and prairie dogs have greatly increased .",FAUNA
517,GB-111_sample_English_20.txt_645-747,prairie dogs,"As a result , many of the smaller animals such as porcupines and prairie dogs have greatly increased .",FAUNA
518,GB-111_sample_English_20.txt_748-807,Wildcats,Wildcats are fairly common but are only occasionally seen .,FAUNA
519,GB-111_sample_English_20.txt_808-893,Game birds,"Game birds are represented by the dusky grouse and scaled quail , both desert types .",FAUNA
520,GB-111_sample_English_20.txt_808-893,scaled quail,"Game birds are represented by the dusky grouse and scaled quail , both desert types .",FAUNA
521,GB-111_sample_English_20.txt_894-989,turkeys,"No wild turkeys are found in the park now , although it is believed that they were once there .",FAUNA
522,GB-111_sample_English_20.txt_990-1080,turkeys,Fragments of bones discovered in the ruins indicate that the cliff dwellers kept turkeys .,FAUNA
523,GB-111_sample_English_20.txt_1081-1211,turkeys,Whether these were wild turkeys from the mesa or birds brought in from elsewhere is a question that has not as yet been answered .,FAUNA
524,GB-111_sample_English_20.txt_1081-1211,birds,Whether these were wild turkeys from the mesa or birds brought in from elsewhere is a question that has not as yet been answered .,FAUNA
525,GB-111_sample_English_20.txt_1212-1296,turkeys,At present the reintroduction of wild turkeys to Mesa Verde is under consideration .,FAUNA
526,GB-111_sample_English_20.txt_1297-1372,lizards,Among the most interesting animal residents of Mesa Verde are the lizards .,FAUNA
527,GB-111_sample_English_20.txt_1373-1544,horned lizard,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
528,GB-111_sample_English_20.txt_1373-1544,western spotted,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
529,GB-111_sample_English_20.txt_1373-1544,earless lizard,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
530,GB-111_sample_English_20.txt_1373-1544,collared lizard,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
531,GB-111_sample_English_20.txt_1373-1544,striped race-runner,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
