source_file,text,_sentence_text,annotation
IT_30_sample.txt,wretched,"Now and then we passed a wretched hut which seemed to be the dwelling of the shepherds we saw tending the flocks , and here and there we came upon a group of farm buildings , all of straw , whether for man or beast , set within a sort of squalid court , with a frowzy suggestion of old women and children about the doors of the cottages .",1
IT_30_sample.txt,wild,"As we drew near Civita Vecchia the sea widened on our view , wild with a wind that seemed to have been blowing ever since the stormy evening in 1865 when , after looking at the tossing ships in the harbor , we decided to take the diligence for Leghorn , rather than the little steamer we had meant to take .",3
IT_30_sample.txt,seemed to have been blowing ever since the stormy evening in 1865,"As we drew near Civita Vecchia the sea widened on our view , wild with a wind that seemed to have been blowing ever since the stormy evening in 1865 when , after looking at the tossing ships in the harbor , we decided to take the diligence for Leghorn , rather than the little steamer we had meant to take .",2
IT_30_sample.txt,picturesqueness,"From our pleasant train we now patronized Civita Vecchia with a recognition of its picturesqueness , unvexed by the choice that then insisted on itself , though the harbor was as full of shipping as of old .",4
IT_30_sample.txt,lonely,"There was time to run out for a cup of coffee at the station buffet , where there had been neither station nor buffet in our young time : but doubtless then as now there had been the lonely graveyard outside the town , with its sea-beaten , seaward wall .",2
IT_30_sample.txt,sea-beaten,"There was time to run out for a cup of coffee at the station buffet , where there had been neither station nor buffet in our young time : but doubtless then as now there had been the lonely graveyard outside the town , with its sea-beaten , seaward wall .",3
IT_30_sample.txt,malarial,"We buried there the last of our Roman holidays under a sky that had changed from blue to gray since our journey began , and mournfully set out faces northward in the malarial Maremma .",2
IT_30_sample.txt,malarial,"If the Maremma is as malarial as it is famed , it does not look it .",2
IT_30_sample.txt,hopeless,"There were stretches of hopeless morass , with wide acreages under water , but mostly , I should say , it was rather a hilly country .",2
IT_30_sample.txt,stony,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",2
IT_30_sample.txt,distant,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",2
IT_30_sample.txt,new,"There were many new buildings of a good sort , and of wood as well as stone ; when we came to Grosetto , where we had spent a memorable night after being overturned in the Ombrone , in the attempt of our diligence to pass its flood , we were aware , in the evening light , of a prosperity which , if not excessive for the twoscore years that had passed , was still very noticeable .",4
IT_30_sample.txt,good sort,"There were many new buildings of a good sort , and of wood as well as stone ; when we came to Grosetto , where we had spent a memorable night after being overturned in the Ombrone , in the attempt of our diligence to pass its flood , we were aware , in the evening light , of a prosperity which , if not excessive for the twoscore years that had passed , was still very noticeable .",4
IT_30_sample.txt,very neat and new,"I should not quite say that the brick wall of the city had been scraped and scrubbed , but it looked very neat and new , and there was a pleasant suburb under it where the moat might have been , and people were coming and going who had almost the effect of commuters ; at least , they seemed to have come out to their homes by trolley .",4
IT_30_sample.txt,pleasant,"I should not quite say that the brick wall of the city had been scraped and scrubbed , but it looked very neat and new , and there was a pleasant suburb under it where the moat might have been , and people were coming and going who had almost the effect of commuters ; at least , they seemed to have come out to their homes by trolley .",4
IT_30_sample.txt,muddy,"We resisted an impulse to dismount and go up to the inn in the heart of the town where we had spent that `` night of memory and of sighs . '' But we searched the horizon round for the point on the highway where our diligence had failed of the track between the telegraph-poles and softly rolled with us in the muddy waters , like an elephant taking a bath , but , so far from finding it , we could not even find the highway .",2
IT_30_sample.txt,long,"I do not know exactly how far it is from the station in Leghorn to the hotel where we had providently engaged rooms with a fire in at least one of them , but I should say at a rough calculation it was a hundred miles as we covered the distance in a one-horse omnibus , through long , straight streets , after ten o'clock at night .",3
IT_30_sample.txt,straight,"I do not know exactly how far it is from the station in Leghorn to the hotel where we had providently engaged rooms with a fire in at least one of them , but I should say at a rough calculation it was a hundred miles as we covered the distance in a one-horse omnibus , through long , straight streets , after ten o'clock at night .",3
IT_30_sample.txt,wide,"The streets and houses were mostly dark , as houses of good habits should be at that hour , but , after passing through a wide , lonely piazza , we struck into a street longer and straighter than the others , and drew up at our hotel door opposite an hilarious cafe , where there seemed a general rejoicing of some sort .",3
IT_30_sample.txt,lonely,"The streets and houses were mostly dark , as houses of good habits should be at that hour , but , after passing through a wide , lonely piazza , we struck into a street longer and straighter than the others , and drew up at our hotel door opposite an hilarious cafe , where there seemed a general rejoicing of some sort .",2
IT_30_sample.txt,longer and straighter than the others,"The streets and houses were mostly dark , as houses of good habits should be at that hour , but , after passing through a wide , lonely piazza , we struck into a street longer and straighter than the others , and drew up at our hotel door opposite an hilarious cafe , where there seemed a general rejoicing of some sort .",3
IT_30_sample.txt,hilarious,"The streets and houses were mostly dark , as houses of good habits should be at that hour , but , after passing through a wide , lonely piazza , we struck into a street longer and straighter than the others , and drew up at our hotel door opposite an hilarious cafe , where there seemed a general rejoicing of some sort .",4
IT_30_sample.txt,perish,"We were unable to make out just what sort , or to join in it without knowing , though it lasted well toward morning , and we were up often during the night to see that the fire did not die out of our one porcelain stove and leave us to perish of cold .",1
IT_30_sample.txt,good,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",4
IT_30_sample.txt,good,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",4
IT_30_sample.txt,obsolete,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",2
IT_30_sample.txt,obsolescent,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",2
IT_30_sample.txt,sensible,"We had written to bespeak a room with fire in it , and this was well , for the hotel was otherwise heated only by the bodies of its frequenters , who , when filled with Chianti , might emit a sensible warmth ; though it was very modern in being lighted with electricity , and having a lift , in which , after a tepid supper , we were carried to our apartment .",4
IT_30_sample.txt,modern,"We had written to bespeak a room with fire in it , and this was well , for the hotel was otherwise heated only by the bodies of its frequenters , who , when filled with Chianti , might emit a sensible warmth ; though it was very modern in being lighted with electricity , and having a lift , in which , after a tepid supper , we were carried to our apartment .",4
IT_30_sample.txt,distant,"We rebuilt our fire , after many repeated demands for kindling , which had apparently to be sawed and split in a distant wood-yard before we could get it , and then the long , arctic night set in , unrelieved by the noisy gayeties of the cafe across the way .",2
IT_30_sample.txt,long,"We rebuilt our fire , after many repeated demands for kindling , which had apparently to be sawed and split in a distant wood-yard before we could get it , and then the long , arctic night set in , unrelieved by the noisy gayeties of the cafe across the way .",2
IT_30_sample.txt,cold,"There was not only steam-heat in the public rooms of the ground floor , but there was furnace heat in all the corridors , and there were fireplaces in certain chambers , which also looked out on the sea , to Corsica and Elba and other isles of it , and would be full of sun as soon as the cold rain closed a fortnight 's activity .",2
IT_30_sample.txt,haughty,Our daily return for what we got was a poor twelve francs each ; but fancy a haughty American landlord caressing us with such sweet and reassuring civility for any sum of money !,2
IT_30_sample.txt,vast,"Those gentle people made themselves our friends ; there was nothing they would not do , or try to do , for us , in the vast , pink palace where we were never twenty guests together , and mostly eight or ten , with the run of a reading-room where there were the latest papers and periodicals from London and Paris , and with a kitchen whence we were served the best luncheons and dinners we ate in Europe .",4
IT_30_sample.txt,sprouting,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",4
IT_30_sample.txt,ample,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",4
IT_30_sample.txt,well-removed,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",3
IT_30_sample.txt,enduring masonry,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",4
IT_30_sample.txt,watering-place supremacy,"This festive preparation intimated the watering-place supremacy which Leghorn enjoys in Italy , and which must make our quiet hotel in the season glisten and twitter and flutter with the vivid national life .",5
IT_30_sample.txt,quiet,"This festive preparation intimated the watering-place supremacy which Leghorn enjoys in Italy , and which must make our quiet hotel in the season glisten and twitter and flutter with the vivid national life .",3
IT_30_sample.txt,old,"The preparation includes a delightful drive by the seashore , with groves and gardens , to the city gate and indefinitely beyond it , which we one day followed as far as an old fort , where a little hotel had nestled with every promise of simple comfort .",3
IT_30_sample.txt,no very exciting interest,"There was a neighboring village of no very exciting interest , and I do not know that the Italian Naval Academy , which we passed on the way , was very exciting , though with its villa grounds it had a pleasing rural effect .",2
IT_30_sample.txt,pleasing rural effect,"There was a neighboring village of no very exciting interest , and I do not know that the Italian Naval Academy , which we passed on the way , was very exciting , though with its villa grounds it had a pleasing rural effect .",4
IT_30_sample.txt,colossal,"Hard by our hotel , in a piazza that seemed to have nothing to do but surround it , was the colossal bust of an Italian admiral , or the like , which had not the impressiveness of a colossal full-length figure , but which rendered the original with the faithful realism of the Genoese Campo Santo sculpture .",4
IT_30_sample.txt,not the impressiveness,"Hard by our hotel , in a piazza that seemed to have nothing to do but surround it , was the colossal bust of an Italian admiral , or the like , which had not the impressiveness of a colossal full-length figure , but which rendered the original with the faithful realism of the Genoese Campo Santo sculpture .",2
IT_30_sample.txt,rendered the original,"Hard by our hotel , in a piazza that seemed to have nothing to do but surround it , was the colossal bust of an Italian admiral , or the like , which had not the impressiveness of a colossal full-length figure , but which rendered the original with the faithful realism of the Genoese Campo Santo sculpture .",3
IT_30_sample.txt,splendid nudity,"In fact , it challenged the public attention and even homage as it extended the baton of command and triumphed over the four Moorish or Algerine corsairs who , in their splendid nudity , were chained to the several corners of the monument and owned themselves galley-slaves .",4
IT_30_sample.txt,very proud presence,"The Medicean grand-duke who lords it over them , and who erected this monument in honor of himself for the victories his admirals had gained in sweeping the pirates from the seas , is a very proud presence , and is certainly worthy of the admiration which his bronze requires from the spectator .",4
IT_30_sample.txt,worthy of the admiration,"The Medicean grand-duke who lords it over them , and who erected this monument in honor of himself for the victories his admirals had gained in sweeping the pirates from the seas , is a very proud presence , and is certainly worthy of the admiration which his bronze requires from the spectator .",4
IT_30_sample.txt,first of their kind,"I was going then to view at close quarters the port of Leghorn , which is famous for its mole and lighthouse and quarantine , the first of their kind in their time .",4
IT_30_sample.txt,noble origin,"The old port , with the fortifications , was the work of a natural son of Queen Elizabeth 's Earl of Leicester , whose noble origin was so constantly recognized by the Tuscan grand-dukes that he came at last to be accepted as Lord Dudley by the English .",4
IT_30_sample.txt,prosperity,"From his day , if not from his work , the prosperity of Leghorn began , and the English have always had a great part in it .",4
IT_30_sample.txt,great,"Early in the nineteenth century there were a score of great British merchants settled there , and , though afterward they declined in number , the trade with England did not decline , and the trade with America has always been such that American merchants and captains have fully shared in the commerce directly or indirectly .",4
IT_30_sample.txt,scene of pleasant activity,"Both the old and the new port were a scene of pleasant activity the pleasant afternoon when I visited them , and were full of varied sail as well as many steamers , loading or unloading for or from the Mediterranean ports , east and west , and the Hanseatic cities and the far coasts of Norway .",4
IT_30_sample.txt,charming,"Any seaport is charming and full of romantic interest , but an Italian port has always a prime picturesqueness .",4
IT_30_sample.txt,full of romantic interest,"Any seaport is charming and full of romantic interest , but an Italian port has always a prime picturesqueness .",4
IT_30_sample.txt,prime picturesqueness,"Any seaport is charming and full of romantic interest , but an Italian port has always a prime picturesqueness .",5
IT_30_sample.txt,lusty youth,"Leghorn is still in her lusty youth , being not much older than our Boston in the prosperity which has not failed her since the Medici divined her importance toward the close of the sixteenth century , and fortified her harbor till she was one of the strongest places on the Mediterranean .",4
IT_30_sample.txt,prosperity,"Leghorn is still in her lusty youth , being not much older than our Boston in the prosperity which has not failed her since the Medici divined her importance toward the close of the sixteenth century , and fortified her harbor till she was one of the strongest places on the Mediterranean .",4
IT_30_sample.txt,fortified,"Leghorn is still in her lusty youth , being not much older than our Boston in the prosperity which has not failed her since the Medici divined her importance toward the close of the sixteenth century , and fortified her harbor till she was one of the strongest places on the Mediterranean .",4
IT_30_sample.txt,one of the strongest places on the Mediterranean,"Leghorn is still in her lusty youth , being not much older than our Boston in the prosperity which has not failed her since the Medici divined her importance toward the close of the sixteenth century , and fortified her harbor till she was one of the strongest places on the Mediterranean .",4
IT_30_sample.txt,great,"The author records this with a smile , and then , by a leap over some forty centuries , he finds firm footing in the fact that the great Countess Matilde , then much bothering about in the affairs of her Tuscan neighbors everywhere , gave the Livornese coasts to Pisa in 1103 .",4
IT_30_sample.txt,much bothering about,"The author records this with a smile , and then , by a leap over some forty centuries , he finds firm footing in the fact that the great Countess Matilde , then much bothering about in the affairs of her Tuscan neighbors everywhere , gave the Livornese coasts to Pisa in 1103 .",2
IT_30_sample.txt,rebuilt and embellished,"This seems to have been the signal for the Genoese , eleven years later , to ravage and destroy the Pisan settlements ; but later the Pisans , confirmed in their possession by the Emperor of Germany , rebuilt and embellished the port .",4
IT_30_sample.txt,poor,"Then , in the last years of the thirteenth century , the Florentines , Lucchese , and Genoese devastated the whole territory of Pisa , and left Leghorn only one poor little church .",2
IT_30_sample.txt,little,"Then , in the last years of the thirteenth century , the Florentines , Lucchese , and Genoese devastated the whole territory of Pisa , and left Leghorn only one poor little church .",2
IT_30_sample.txt,strengthening and adorning,"But in less than ten years we find the Genoese back again , and strengthening and adorning her at the greatest rate .",4
IT_30_sample.txt,should be visited by a virulent pestilence,"It was quite time now that she should be visited by a virulent pestilence , and that , having passed to Florence in the meanwhile , she should have been ceded without a blow to Charles VIII . of France .",1
IT_30_sample.txt,greatly improved,"The first Cosimo greatly improved her harbor , dug canals , and built forts , but he let the Spaniards , for a pleasure to Charles V. , place garrisons in Florence , Pisa , and Leghorn , and the Spaniards remained six years at Leghorn .",5
IT_30_sample.txt,superb,"In the last year of the sixteenth century Ferdinand erected to himself the superb monument with the four captive corsairs at the corners , whose noses I had failed to get in range , and in the meanwhile many great public works had been constructed and the city desolated by another plague .",5
IT_30_sample.txt,great,"In the last year of the sixteenth century Ferdinand erected to himself the superb monument with the four captive corsairs at the corners , whose noses I had failed to get in range , and in the meanwhile many great public works had been constructed and the city desolated by another plague .",4
IT_30_sample.txt,violent,"About seventy-five years later the grippe paid Leghorn a first visit , and not long after a violent earthquake shook down many buildings and killed many women and children ; but the authorities did what they could to secure the city in future by declaring the day a perpetual fast , and forbidding masking and dancing on it .",2
IT_30_sample.txt,famous,"Guerrazzi , once famous as the first of Italian novelists and a man of generous mind and heart , who duly suffered arrest and imprisonment when the grand-duke was restored by the Austrians .",4
IT_30_sample.txt,generous mind and heart,"Guerrazzi , once famous as the first of Italian novelists and a man of generous mind and heart , who duly suffered arrest and imprisonment when the grand-duke was restored by the Austrians .",4
IT_30_sample.txt,very ineffective,"He died in 1873 , and is remembered in Leghorn by a monument very ineffective as a whole , but singularly interesting in certain details .",2
IT_30_sample.txt,singularly interesting,"He died in 1873 , and is remembered in Leghorn by a monument very ineffective as a whole , but singularly interesting in certain details .",4
IT_30_sample.txt,wise hospitality,"Perhaps I have the more willingly suppressed a few war-like facts , in the interest of the superstition I had cherished that Leghorn was without a history , or that it had no more history than , most American cities of equal date with its commercial importance , which began with the wise hospitality of the Medici to merchants of all races and nations , religions and races , settled there , and especially to the Spanish Jews who came in great numbers to the city that it was a common saying that you had as well strike the duke as strike a Jew in Leghorn .",4
IT_30_sample.txt,very useful,"These captives not only served as models for the Moors at the base of his monument , but they must have been very useful in the different public works which he and his successors carried out .",5
IT_30_sample.txt,mechanically went into one,"I indeed visited the cathedral , not wholly because Inigo Jones had something to do in planning it , but because I had formed the habit of visiting churches in Rome , and I mechanically went into one wherever I saw it .",3
IT_30_sample.txt,rather bare in painting or sculpture,"Generally speaking , I think that they were rather bare in painting or sculpture , but they were such churches as in America one would go a long way to see and think one 's self well rewarded by their objects of interest .",2
IT_30_sample.txt,one would go a long way to see,"Generally speaking , I think that they were rather bare in painting or sculpture , but they were such churches as in America one would go a long way to see and think one 's self well rewarded by their objects of interest .",4
IT_30_sample.txt,think one 's self well rewarded by their objects of interest,"Generally speaking , I think that they were rather bare in painting or sculpture , but they were such churches as in America one would go a long way to see and think one 's self well rewarded by their objects of interest .",4
IT_30_sample.txt,pleasant,"But , if I did not much resort to the churches and galleries in Leghorn , I roamed gladly through its pleasant streets and squares , and by the shores of the canals which once gave it the name of New Venice , and which still invite the smaller shipping up among its houses in right Venetian fashion .",4
IT_30_sample.txt,not so straight as they are long,"The streets of Leghorn are not so straight as they are long , but many are very straight , and the others are curved rather than crooked .",3
IT_30_sample.txt,force,"From the force of the mid-April sun in these streets I realized what they might be in summer , and , if I lived in Leghorn , I would rather live on the sea-front , in one of the comfortable , square , stone villas which border it .",4
IT_30_sample.txt,comfortable,"From the force of the mid-April sun in these streets I realized what they might be in summer , and , if I lived in Leghorn , I would rather live on the sea-front , in one of the comfortable , square , stone villas which border it .",4
IT_30_sample.txt,pleasant,"But everywhere Leghorn seemed a pleasant place to live , and convenient , with lively shops and cafes and trams and open spaces , and statues and monuments in them .",4
IT_30_sample.txt,convenient,"But everywhere Leghorn seemed a pleasant place to live , and convenient , with lively shops and cafes and trams and open spaces , and statues and monuments in them .",4
IT_30_sample.txt,patriotic,"The city , I understood , is of somewhat radical politics , tending from clericalism to socialism ; and , like every other Italian city , it is full of patriotic monuments .",4
IT_2_sample.txt,hapless,"Every one knows the story of the Horatii and the Curiatii : how these hapless brothers and cousins fought in sight of both armies with a bravery worthy of the stake ; and how , at length , when two of the Roman heroes were slain , and all the Albans were wounded , the third Roman , who was unhurt , feigned to fly , and thus separating his enemies , who followed him as well as their failing strength would permit , easily despatched them one after the other , and thus gained the victory for the Roman cause .",2
IT_2_sample.txt,a bravery worthy of the stake,"Every one knows the story of the Horatii and the Curiatii : how these hapless brothers and cousins fought in sight of both armies with a bravery worthy of the stake ; and how , at length , when two of the Roman heroes were slain , and all the Albans were wounded , the third Roman , who was unhurt , feigned to fly , and thus separating his enemies , who followed him as well as their failing strength would permit , easily despatched them one after the other , and thus gained the victory for the Roman cause .",4
IT_2_sample.txt,unhurt,"Every one knows the story of the Horatii and the Curiatii : how these hapless brothers and cousins fought in sight of both armies with a bravery worthy of the stake ; and how , at length , when two of the Roman heroes were slain , and all the Albans were wounded , the third Roman , who was unhurt , feigned to fly , and thus separating his enemies , who followed him as well as their failing strength would permit , easily despatched them one after the other , and thus gained the victory for the Roman cause .",2
IT_2_sample.txt,their failing strength,"Every one knows the story of the Horatii and the Curiatii : how these hapless brothers and cousins fought in sight of both armies with a bravery worthy of the stake ; and how , at length , when two of the Roman heroes were slain , and all the Albans were wounded , the third Roman , who was unhurt , feigned to fly , and thus separating his enemies , who followed him as well as their failing strength would permit , easily despatched them one after the other , and thus gained the victory for the Roman cause .",1
IT_2_sample.txt,independent,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",2
IT_2_sample.txt,huge,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",4
IT_2_sample.txt,long,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",3
IT_2_sample.txt,rich,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",4
IT_2_sample.txt,tall,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",3
IT_2_sample.txt,huge,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",4
IT_2_sample.txt,slaughtered,"This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .",3
IT_2_sample.txt,huge,"For more than twenty-five centuries the huge tent-like mounds have stood , so strikingly different in character from all the other sepulchral monuments of the Appian Way ; preserved by the reverential care of successive generations .",4
IT_2_sample.txt,tent-like,"For more than twenty-five centuries the huge tent-like mounds have stood , so strikingly different in character from all the other sepulchral monuments of the Appian Way ; preserved by the reverential care of successive generations .",3
IT_2_sample.txt,sepulchral,"For more than twenty-five centuries the huge tent-like mounds have stood , so strikingly different in character from all the other sepulchral monuments of the Appian Way ; preserved by the reverential care of successive generations .",3
IT_2_sample.txt,modern,The modern Romans have not been behind the ancient in the pride with which they have regarded these monuments .,2
IT_2_sample.txt,splendid,"They have planted them with the splendid cypress-trees which now add so much to their picturesqueness , and annually repair the ravages of time .",4
IT_2_sample.txt,their picturesqueness,"They have planted them with the splendid cypress-trees which now add so much to their picturesqueness , and annually repair the ravages of time .",4
IT_2_sample.txt,long,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",3
IT_2_sample.txt,slippery,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",3
IT_2_sample.txt,dim,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",3
IT_2_sample.txt,misty,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",3
IT_2_sample.txt,melancholy,"I climbed up the steep sides through the long slippery grass to the summits of two of the mounds , and had a grand view of the whole scene of the tragic story , bathed in the dim misty light which always broods over the melancholy Campagna like the spectral presence of the past .",4
IT_2_sample.txt,dark,"The sunshine strove in vain to gild the dark shadows which the cypresses threw over the mound at my feet , and the lonely wind wailed wildly through their closely-huddled shivering branches around me .",3
IT_2_sample.txt,lonely,"The sunshine strove in vain to gild the dark shadows which the cypresses threw over the mound at my feet , and the lonely wind wailed wildly through their closely-huddled shivering branches around me .",3
IT_2_sample.txt,wailed wildly,"The sunshine strove in vain to gild the dark shadows which the cypresses threw over the mound at my feet , and the lonely wind wailed wildly through their closely-huddled shivering branches around me .",2
IT_2_sample.txt,earthen,"On the opposite side of the road , beyond the earthen mounds of the Horatii and Curiatii , a large mass of picturesque ruins covers the Campagna for a considerable distance .",3
IT_2_sample.txt,a large mass of picturesque,"On the opposite side of the road , beyond the earthen mounds of the Horatii and Curiatii , a large mass of picturesque ruins covers the Campagna for a considerable distance .",4
IT_2_sample.txt,Vecchia,"The peasants persist in calling this spot Roma Vecchia , under the idea that ancient Rome stood there , and that these ruins are the remains of the city .",4
IT_2_sample.txt,large,"Antiquarians , however , are agreed that the ruins belong to the large suburban villa of the Quintilii , one of the noblest and most virtuous families of ancient Rome .",4
IT_2_sample.txt,celebrated,"One member , the celebrated rhetorician Quintilian , was the first who enjoyed the regular salary allotted by Vespasian to those who provided a solid education for the upper classes .",4
IT_2_sample.txt,notorious,"The tyrant then took possession of their villa , which became as notorious for the evil deeds done in it as it was famous before for the virtuous life of its owners .",2
IT_2_sample.txt,famous,"The tyrant then took possession of their villa , which became as notorious for the evil deeds done in it as it was famous before for the virtuous life of its owners .",4
IT_2_sample.txt,heroic,"Here Commodus , the base son of a heroic father , practised those lusts and brutalities which have branded his name as that of one of the most unmitigated monsters that ever stained the pages of history .",4
IT_2_sample.txt,slave,"It was here that the people - exasperated by their sufferings through fire and famine , by the open sale of justice and all public offices , and by the blood shed in the streets by the prætorian cavalry - surrounded the villa , and demanded the head of Cleander , a Phrygian slave whom Commodus had placed at the helm of state because he pandered to his master 's vices , and gratified him with rich presents obtained by the vilest means .",2
IT_2_sample.txt,wretched,"Here , too , the wretched emperor himself was first poisoned by a cup of wine given to him by his favourite mistress Marcia , on his return weary and thirsty from the Colosseum ; and then , as the poison operated too slowly , was strangled in his heavy drugged sleep by his favourite gladiator Narcissus .",2
IT_2_sample.txt,poisoned,"Here , too , the wretched emperor himself was first poisoned by a cup of wine given to him by his favourite mistress Marcia , on his return weary and thirsty from the Colosseum ; and then , as the poison operated too slowly , was strangled in his heavy drugged sleep by his favourite gladiator Narcissus .",1
IT_2_sample.txt,favourite,"Here , too , the wretched emperor himself was first poisoned by a cup of wine given to him by his favourite mistress Marcia , on his return weary and thirsty from the Colosseum ; and then , as the poison operated too slowly , was strangled in his heavy drugged sleep by his favourite gladiator Narcissus .",4
IT_2_sample.txt,strangled,"Here , too , the wretched emperor himself was first poisoned by a cup of wine given to him by his favourite mistress Marcia , on his return weary and thirsty from the Colosseum ; and then , as the poison operated too slowly , was strangled in his heavy drugged sleep by his favourite gladiator Narcissus .",1
IT_2_sample.txt,favourite,"Here , too , the wretched emperor himself was first poisoned by a cup of wine given to him by his favourite mistress Marcia , on his return weary and thirsty from the Colosseum ; and then , as the poison operated too slowly , was strangled in his heavy drugged sleep by his favourite gladiator Narcissus .",4
IT_2_sample.txt,the bare masses,"One could not look upon the bare masses of ruins around without thinking of the terrible orgies that took place there , and of the shout of enthusiastic joy when the news reached Rome that the detested tyrant was no more , and the empire was free to breathe again .",3
IT_2_sample.txt,detested,"One could not look upon the bare masses of ruins around without thinking of the terrible orgies that took place there , and of the shout of enthusiastic joy when the news reached Rome that the detested tyrant was no more , and the empire was free to breathe again .",1
IT_2_sample.txt,was,"One could not look upon the bare masses of ruins around without thinking of the terrible orgies that took place there , and of the shout of enthusiastic joy when the news reached Rome that the detested tyrant was no more , and the empire was free to breathe again .",5
IT_2_sample.txt,maddened,"The fate of Ahab , who coveted the vineyard of Naboth , overtook him ; and but for the interference of his successor , the maddened populace would have dragged his corpse through the streets and flung it into the Tiber .",2
