sentence,text,_sentence_text,aspect_cat
BHL_957_sample_Dutch_19.0.txt_11905-12842,goemoetie,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_13693-13777,Phalangista maculata,P kascogale mclas ( Insin & i der Phalangista maculata ( goen - Papoeïr ) . loroe d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_13784-13811,Pteromys picta,Pteromys picta ( koeutta d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_13812-13863,Hypsiprymnus doreo,Hypsiprymnus doreo ( cepha - Pap ) - la 8 vannay d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_13870-13879,Canis,Canis — ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_14041-14069,Buceros lecognatus,Buceros lecognatus ( wana d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14100-14123,Garrulus bicólor,P. ) Garrulus bicólor .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14158-14191,Gracula tricolor,Gracula tricolor { jol . getoe d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14198-14229,Oriolus anomalus,Oriolus anomalus . » sinensis ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_14236-14267,Paradisea apoda,Paradisea apoda Lin . siangu d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14271-14299,Lamprotomus metallicus,Lamprotomus metallicus Tem .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14300-14317,Memus luctuosus,Memus luctuosus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14318-14339,Nopothcra bruniscus,Nopothcra bruniscus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14340-14361,Timalia poUoeephala,Timalia poUoeephala .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14362-14385,Geo-Kichla singularis,Geo-Kichla singularis .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14386-14411,Pilta speciosa,Pilta speciosa ( tegok d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14412-14436,Myolhera trygoma,P . ) Myolhera trygoma .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14437-14466,Ocypterus leucorhynchus,Ocypterus leucorhynchus Cuv .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14467-14496,Edolius gatnahga,Edolius gatnahga ( Kamutka d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14497-14531,Ceblephyris melas,P. ) Ceblephyris melas ( gauwar d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_14532-14579,cinnamomea . ) i melanops,P ) i > cinnamomea . ) i melanops Temm . 11 n ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_14589-14614,Pardalotu s carbonarius,Pardalotu s carbonarius .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14615-14687,Muscicapa,"Muscicapa , pulverulenta . » monacha . » stellacea . » racaprhys . els .",FAUNA
BHL_957_sample_Dutch_19.0.txt_14615-14687,pulverulenta,"Muscicapa , pulverulenta . » monacha . » stellacea . » racaprhys . els .",FLORA
BHL_957_sample_Dutch_19.0.txt_14688-14762,Muscicapa,Muscicapa otjap . n margaritacea . ii basilina . .11 chloris . ii coesia .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14763-14820,Rupicula albogularis,Rupicula albogularis . ii rufiventris . ii thronolhorat .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14763-14820,rufiventris,Rupicula albogularis . ii rufiventris . ii thronolhorat .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14821-14872,Tinamulus virescens,Tinamulus virescens . > i paludum . n dccoloratus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14873-14897,Pomatorhinus rufescens,Pomatorhinus rufescens .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14898-14918,Cuculus anihracius,Cuculus anihracius .,FAUNA
BHL_957_sample_Dutch_19.0.txt_14919-14938,Psittacus goliath,Psittacus goliath ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_15096-15145,Psittacus exilis,Psittacus exilis . ii scapulatusLath [ tag- ke d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15146-15198,Nectarinia concolor,P. ) Nectarinia concolor . » luctuosa . ii chloris .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15199-15242,Epimachus JilamentosusCuv,Epimachus JilamentosusCuv . > i inornatus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15261-15321,Melliphaga corniculala,Melliphaga corniculala Cuv . » stricoleta . ii nov. sp . 3 .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15322-15418,Alcedo anomala,Al- ( 176 ) Alcedo anomala . » valida . '• coronata . > • collaris Lolk . » dea L. ( sirinita d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15419-15433,Hirundo,P. ) Hirundo ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_15443-15456,Caprimulgus,Caprimulgus ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_15466-15495,Columba insulata,Columba insulata ( gamantid .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15675-15691,Casuarius,P. ) Casuarius ?,FAUNA
BHL_957_sample_Dutch_19.0.txt_15705-15746,Megapodius rufipea,P ) Megapodius rufipea Temm . ( szoewa d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15747-15773,Glareola grallaria,P. ) Glareola grallaria T.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15774-15800,Oedicnemus magnirostris,Oedicnemus magnirostris C.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15801-15827,Himantopus,Himantopus mclanop torus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15828-15855,Hoematopus ostralegus,Hoematopus ostralegus Lin .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15856-15878,Charadrius candiaeus,Charadrius candiaeus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15879-15929,Ardea fumigala,Ardea fumigala . » fasceolata ( ampossatoi - ka d.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15930-15952,Tringa pusilla,P. ) Tringa pusilla V.,FAUNA
BHL_957_sample_Dutch_19.0.txt_15958-15982,Tetanus hypoleucus,Tetanus hypoleucus Tem .,FAUNA
BHL_957_sample_Dutch_19.0.txt_15983-16004,Gallinula personata,Gallinula personata .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16068-16169,Am phibiën,"P. ) Sula ( pelecanus sula Lin . ) Am phibiën uit de afdeeling van Slangen , uit de genera : Dipsas .",FAUNA
BHL_957_sample_Dutch_19.0.txt_16068-16169,Slangen,"P. ) Sula ( pelecanus sula Lin . ) Am phibiën uit de afdeeling van Slangen , uit de genera : Dipsas .",FAUNA
BHL_957_sample_Dutch_19.0.txt_16170-16183,Dendropliis,Dendropliis .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16184-16195,Ocanthias,Ocanthias .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16196-16210,Tropidonotus,Tropidonotus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16211-16262,Sauriërs,Sauriërs of Hagedissen uit de genera : Crocodilus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16211-16262,Hagedissen,Sauriërs of Hagedissen uit de genera : Crocodilus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16211-16262,Crocodilus,Sauriërs of Hagedissen uit de genera : Crocodilus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16263-16274,V 'iranus,V 'iranus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16275-16285,Lophyrus,Lophyrus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16286-16295,Scincus,Scincus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16296-16311,Goniodactylus,Goniodactylus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16312-16328,Platy dactylus,Platy dactylus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16329-16397,Centroplites,Centroplites . y Kik- ( 177 ) Kikvorscheiij Padden en Schildpadden .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16329-16397,Padden,Centroplites . y Kik- ( 177 ) Kikvorscheiij Padden en Schildpadden .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16329-16397,Schildpadden,Centroplites . y Kik- ( 177 ) Kikvorscheiij Padden en Schildpadden .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16398-16411,Ceratophrys,Ceratophrys .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16412-16418,Hyla,Hyla .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16419-16439,Ilana C '' viridis,Ilana C '' viridis .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16440-16463,Caretta ( _ imbricata,Caretta ( _ imbricata .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16464-16602,V i s s c h e n,"V i s s c h e n. de meeste Visschcn , welke wij langs de kust obser- veerden en welke het meest gevangen wor- den , behooren onder de gen.",FAUNA
BHL_957_sample_Dutch_19.0.txt_16464-16602,Visschcn,"V i s s c h e n. de meeste Visschcn , welke wij langs de kust obser- veerden en welke het meest gevangen wor- den , behooren onder de gen.",FAUNA
BHL_957_sample_Dutch_19.0.txt_16603-16615,Sparus Lin,Sparus Lin .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16616-16627,Chaetodon,Chaetodon .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16628-16645,Hemiramphus,Hemiramphus Cuv .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16646-16659,Billone,Billone Cuv .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16660-16674,Triacanth,Triacanth us .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16675-16688,Mugie,Mugie Lacep .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16689-16701,Polumenius,Polumenius .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16702-16710,Clupea,Clupea .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16711-16722,Trichurus,Trichurus .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16733-16746,Scomber,Scomber Lin .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16747-16756,Pristis,Pristis .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16757-16777,Squalus,Squalus en andeien .,FAUNA
BHL_957_sample_Dutch_19.0.txt_16778-16808,Planteu-soorten,"Van de Planteu-soorten , op N.",FLORA
BHL_957_sample_Dutch_19.0.txt_16809-16875,P almb oomen,"Guinea gevonden , zijn de volgende de voornaamste : P almb oomen .",FLORA
BHL_957_sample_Dutch_19.0.txt_16876-16899,Orania reyalisZ,Orania reyalisZ ( * ) .,FLORA
BHL_957_sample_Dutch_19.0.txt_16991-17093,Areca proccra,"Zie de Kunst- en Letterbode van 8 Mei 1829 , t ( 178 ) I Areca proccra . » communit . i > macrocalyx .",FLORA
BHL_957_sample_Dutch_19.0.txt_17094-17106,Iriarlia,Iriarlia ( ?,FLORA
BHL_957_sample_Dutch_19.0.txt_17107-17125,leprosa,) leprosa . 11 ( ?,FLORA
BHL_957_sample_Dutch_19.0.txt_17126-17138,monogyna,) monogyna .,FLORA
BHL_957_sample_Dutch_19.0.txt_17139-17158,Sagus mierocarpa,Sagus mierocarpa ..,FLORA
BHL_957_sample_Dutch_19.0.txt_17159-17181,Licuala penduliflora,Licuala penduliflora .,FLORA
BHL_957_sample_Dutch_19.0.txt_17182-17220,Calamus barbatus,Calamus barbatus . ii heteracanthu * .,FLORA
BHL_957_sample_Dutch_19.0.txt_17221-17243,Ceratolobus plicatus,Ceratolobus plicatus .,FLORA
BHL_957_sample_Dutch_19.0.txt_17244-17263,Sagus microspenna,Sagus microspenna .,FLORA
BHL_957_sample_Dutch_19.0.txt_17264-17275,B o om en,B o om en .,FLORA
BHL_957_sample_Dutch_19.0.txt_17276-17302,Sideroxylon orichalciwnZ,Sideroxylon orichalciwnZ .,FLORA
BHL_957_sample_Dutch_19.0.txt_17303-17335,Lueuma ferruginea,Lueuma ferruginea . lanceola/a .,FLORA
BHL_957_sample_Dutch_19.0.txt_17336-17359,Ceremocarpus excelsus,Ceremocarpus excelsus .,FLORA
BHL_957_sample_Dutch_19.0.txt_17360-17387,Dipterocarpus parvijlorus,Dipterocarpus parvijlorus .,FLORA
BHL_957_sample_Dutch_19.0.txt_17388-17408,Cerbera nereifolia,Cerbera nereifolia .,FLORA
BHL_957_sample_Dutch_19.0.txt_17409-17443,Canarium laxiflorum,Canarium laxiflorum . ii rigidum .,FLORA
BHL_957_sample_Dutch_19.0.txt_17444-17465,Elaeocarpus cyaneus,Elaeocarpus cyaneus .,FLORA
BHL_957_sample_Dutch_19.0.txt_17466-17481,Unona glauca,Unona glauca Z.,FLORA
BHL_957_sample_Dutch_19.0.txt_17482-17504,Macrolobium excelsum,Macrolobium excelsum .,FLORA
BHL_957_sample_Dutch_19.0.txt_17505-17515,Bureca,Bureca ( ?,FLORA
BHL_957_sample_Dutch_19.0.txt_17516-17531,tiliaefolia,) tiliaefolia .,FLORA
BHL_957_sample_Dutch_19.0.txt_17532-17550,Lueuma pojiüfera,Lueuma pojiüfera .,FLORA
BHL_957_sample_Dutch_19.0.txt_17551-17569,Lueuma tomenlosa,Lueuma tomenlosa .,FLORA
BHL_957_sample_Dutch_19.0.txt_17570-17590,Cerbera densijlora,Cerbera densijlora .,FLORA
BHL_957_sample_Dutch_19.0.txt_17591-17630,Sterculia arbutijlora,Sterculia arbutijlora . > i foctida ( ?,FLORA
BHL_957_sample_Dutch_19.0.txt_17640-17654,Olea procera,Olea procera .,FLORA
BHL_957_sample_Dutch_19.0.txt_17655-17682,Chondrolobium caulijlorum,Chondrolobium caulijlorum .,FLORA
BHL_957_sample_Dutch_19.0.txt_17683-17702,Nangha amplifolia,Nangha amplifolia .,FLORA
BHL_957_sample_Dutch_19.0.txt_17703-17742,Epicharis trichostyla,Epicharis trichostyla . ii lasiocarpa .,FLORA
BHL_957_sample_Dutch_19.0.txt_17743-17760,Morus altissima,Morus altissima .,FLORA
BHL_957_sample_Dutch_19.0.txt_17761-17781,Unona chloroxanlha,Unona chloroxanlha .,FLORA
BHL_957_sample_Dutch_19.0.txt_17782-17823,Chysophyllum stamineum,Chysophyllum stamineum . ii ferrugineum .,FLORA
BHL_957_sample_Dutch_19.0.txt_17852-18062,planten,"Behalve deze , zijn er ook onder de overige verscheidene namen van planten , zoowel als van dieren , welke bij andere Schrijvers niet voorkomen , en welke dus waarschijnlijk voor nieuwe soorten te houden zijn .",FLORA
BHL_957_sample_Dutch_19.0.txt_17852-18062,dieren,"Behalve deze , zijn er ook onder de overige verscheidene namen van planten , zoowel als van dieren , welke bij andere Schrijvers niet voorkomen , en welke dus waarschijnlijk voor nieuwe soorten te houden zijn .",FAUNA
BHL_957_sample_Dutch_19.0.txt_18203-18243,Cryptocarya macropkylla,KB 9 . ( 179 ) Cryptocarya macropkylla .,FLORA
BHL_957_sample_Dutch_19.0.txt_18244-18264,Persen xanthonaera,Persen xanthonaera .,FLORA
BHL_957_sample_Dutch_19.0.txt_18265-18287,Xylocarpus mariiimus,Xylocarpus mariiimus .,FLORA
BHL_957_sample_Dutch_19.0.txt_18288-18314,Crataeva religiosa,Crataeva religiosa FORST .,FLORA
BHL_957_sample_Dutch_19.0.txt_18315-18342,Diospyros mar i timp,"Diospyros mar i timp , bl .",FLORA
BHL_957_sample_Dutch_19.0.txt_18343-18378,Dicera rhamnifolia,Dicera rhamnifolia . » lanceolata .,FLORA
BHL_794_sample_Dutch_18.0.txt_138-225,garft,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",FLORA
BHL_794_sample_Dutch_18.0.txt_138-225,rogge,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",FLORA
BHL_794_sample_Dutch_18.0.txt_138-225,haver,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",FLORA
BHL_794_sample_Dutch_18.0.txt_138-225,erwten,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",FLORA
BHL_794_sample_Dutch_18.0.txt_262-295,erwten,"April , en begint met de erwten .",FLORA
BHL_794_sample_Dutch_18.0.txt_296-399,erwten,"Van alle de Ibonen van erwten , die men hier heeft , geeft men de voorkeur om te zayen aan de groenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_535-632,weit,"De weit geeft gemeenlyk vyfcien en fomtyds twintig voor een , de haver van vyf- tien tot dertig .",FLORA
BHL_794_sample_Dutch_18.0.txt_535-632,haver,"De weit geeft gemeenlyk vyfcien en fomtyds twintig voor een , de haver van vyf- tien tot dertig .",FLORA
BHL_794_sample_Dutch_18.0.txt_633-701,erwten,"De oogft der erwten is fomtyds veertig- , en fomtyds maar tienvoud .",FLORA
BHL_794_sample_Dutch_18.0.txt_940-1003,garft,"Men zait maar wei- nig garft , en dat nog alleen voor het vee .",FLORA
BHL_794_sample_Dutch_18.0.txt_940-1003,vee,"Men zait maar wei- nig garft , en dat nog alleen voor het vee .",FAUNA
BHL_794_sample_Dutch_18.0.txt_1004-1033,mout,Men maakt 'er geen mout van .,FLORA
BHL_794_sample_Dutch_18.0.txt_1034-1105,haver,"De haver wordt fterk gezaid , dog alleen tot voeder voor de paar- den .",FLORA
BHL_794_sample_Dutch_18.0.txt_1034-1105,voeder,"De haver wordt fterk gezaid , dog alleen tot voeder voor de paar- den .",FLORA
BHL_794_sample_Dutch_18.0.txt_1034-1105,paar- den,"De haver wordt fterk gezaid , dog alleen tot voeder voor de paar- den .",FAUNA
BHL_794_sample_Dutch_18.0.txt_1106-1417,bladeren,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,geboomte,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,voeder,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,vee,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FAUNA
BHL_794_sample_Dutch_18.0.txt_1106-1417,bomen,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,blad,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,vee,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FAUNA
BHL_794_sample_Dutch_18.0.txt_1106-1417,weit,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1106-1417,zomerkoorn,"Men wirt hier de bladeren van 't geboomte niet tot voeder voor het vee te gebruiken , fchoon men gene andere bomen in de boftchen vindt dan die hun blad laten vallen , en men het vee vyf maanden op ftal voeden moet- Ik heb reeds meer dan eens gezegd dat al de weit , die in Kanada gezaid wordt , zomerkoorn is .",FLORA
BHL_794_sample_Dutch_18.0.txt_1418-1807,weit,"By Quebec gebeurt het fomtyds dat , als de zomer niet zo warm is , of de lente later begint , als naar gewoonte , een groot deel van de weit niet ryp is voor dat de koude iiwalt . ö'Iy wierd verzekerd dat fommigen op Is Ie de Jefus in den herfft weit zayen , die beter en harder is , en enen jrykeren oogft geeft dan de zomerweit : xJog zy wordt niet meer dan ene week voor de andere ryp .",FLORA
BHL_794_sample_Dutch_18.0.txt_1418-1807,weit,"By Quebec gebeurt het fomtyds dat , als de zomer niet zo warm is , of de lente later begint , als naar gewoonte , een groot deel van de weit niet ryp is voor dat de koude iiwalt . ö'Iy wierd verzekerd dat fommigen op Is Ie de Jefus in den herfft weit zayen , die beter en harder is , en enen jrykeren oogft geeft dan de zomerweit : xJog zy wordt niet meer dan ene week voor de andere ryp .",FLORA
BHL_794_sample_Dutch_18.0.txt_1418-1807,zomerweit,"By Quebec gebeurt het fomtyds dat , als de zomer niet zo warm is , of de lente later begint , als naar gewoonte , een groot deel van de weit niet ryp is voor dat de koude iiwalt . ö'Iy wierd verzekerd dat fommigen op Is Ie de Jefus in den herfft weit zayen , die beter en harder is , en enen jrykeren oogft geeft dan de zomerweit : xJog zy wordt niet meer dan ene week voor de andere ryp .",FLORA
BHL_794_sample_Dutch_18.0.txt_1966-1974,Beuken,Beuken .,FLORA
BHL_794_sample_Dutch_18.0.txt_1975-2046,Beukenbomen,"In de boflchen vindt men veel Beukenbomen , welker zaden nu ryp waren .",FLORA
BHL_794_sample_Dutch_18.0.txt_1975-2046,zaden,"In de boflchen vindt men veel Beukenbomen , welker zaden nu ryp waren .",FLORA
BHL_794_sample_Dutch_18.0.txt_2047-2156,wal,"Men verzamelt die zeer fterk , droogt ze in huis , om des wm- ters in plaats van wal- of hazelnoten te eten .",FLORA
BHL_794_sample_Dutch_18.0.txt_2047-2156,hazelnoten,"Men verzamelt die zeer fterk , droogt ze in huis , om des wm- ters in plaats van wal- of hazelnoten te eten .",FLORA
BHL_794_sample_Dutch_18.0.txt_2492-2578,Vrugtbomen,Vrugtbo- Sommige foorten van Vrugtbomen nemen zeer wel op omftreeks Mont- men . fgal .,FLORA
BHL_794_sample_Dutch_18.0.txt_2579-2643,appelen,Ik heb 'er velerlei foorten van ichone appelen en peren gezien .,FLORA
BHL_794_sample_Dutch_18.0.txt_2579-2643,peren,Ik heb 'er velerlei foorten van ichone appelen en peren gezien .,FLORA
BHL_794_sample_Dutch_18.0.txt_2644-2772,peren,"By Quebec willen de peren niet flagen , dewj ' l de winters daar te fterk zyn j ook vriezen die bomen by Montreal fomtyds dood .",FLORA
BHL_794_sample_Dutch_18.0.txt_2644-2772,bomen,"By Quebec willen de peren niet flagen , dewj ' l de winters daar te fterk zyn j ook vriezen die bomen by Montreal fomtyds dood .",FLORA
BHL_794_sample_Dutch_18.0.txt_2773-2832,Pruim- bomen,Pruim- bomen zyn hier overgebragt en komen zeer wel voort .,FLORA
BHL_794_sample_Dutch_18.0.txt_2833-2932,walnoten,In de bos- fchen SAUT AU RECOLLET . 1749 . 201 fchcn groeyen drie foorten van inlandfche walnoten .,FLORA
BHL_794_sample_Dutch_18.0.txt_2933-3089,notenbo- inen,"Dog de notenbo- inen die uit Frankryk ovcrgebragt worden vriezen alle winters dood toe aan de wortels toe , en geven met het vooijaar nieuwe uitfpruitfels .",FLORA
BHL_794_sample_Dutch_18.0.txt_2933-3089,uitfpruitfels,"Dog de notenbo- inen die uit Frankryk ovcrgebragt worden vriezen alle winters dood toe aan de wortels toe , en geven met het vooijaar nieuwe uitfpruitfels .",FLORA
BHL_794_sample_Dutch_18.0.txt_3090-3177,perfiken,"De perfiken nemen hier niet wel op , en moeden des winters uit voorzorg gedekt worden .",FLORA
BHL_794_sample_Dutch_18.0.txt_3178-3237,Kaftanje,Kaftanje- moerbezic- en diergelyke bomen had men nog niet .,FLORA
BHL_794_sample_Dutch_18.0.txt_3178-3237,moerbezic,Kaftanje- moerbezic- en diergelyke bomen had men nog niet .,FLORA
BHL_794_sample_Dutch_18.0.txt_3823-4048,hoenders,"Die zig hier het eerft nedcrzetteden kregen hunne landeryen voor enen zeer geringen prys , want voor ene hofllede van drie Arpents in de breedte en dertig in de langte beftond de hele .huur dikwyls maar in een paar hoenders .",FAUNA
BHL_794_sample_Dutch_18.0.txt_5024-5187,Suikerahom,"Men kookt in Kanada veel fuiker uit het fap dat in 't vooijaar Suiker , ■uit de infnydingen in den Suikerahom , den roodbloemigen Ahorn , en den Suikerberk loopt .",FLORA
BHL_794_sample_Dutch_18.0.txt_5024-5187,roodbloemigen Ahorn,"Men kookt in Kanada veel fuiker uit het fap dat in 't vooijaar Suiker , ■uit de infnydingen in den Suikerahom , den roodbloemigen Ahorn , en den Suikerberk loopt .",FLORA
BHL_794_sample_Dutch_18.0.txt_5024-5187,Suikerberk,"Men kookt in Kanada veel fuiker uit het fap dat in 't vooijaar Suiker , ■uit de infnydingen in den Suikerahom , den roodbloemigen Ahorn , en den Suikerberk loopt .",FLORA
BHL_794_sample_Dutch_18.0.txt_5188-5235,fuikerahom,De fuikerahom wierd daar byzonder toe genomen .,FLORA
BHL_794_sample_Dutch_18.0.txt_5494-5526,bladeren,De bladeren waren geel of rood .,FLORA
BHL_794_sample_Dutch_18.0.txt_5527-5583,planten,De ^ff `` ^^'^ jneefte planten waren hare bloemen kwyt .,FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Afieres,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Solidagines,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
